alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,residual sugar,sulphates,total sulfur dioxide,volatile acidity,quality
8.9,0.055,0.38,1.0004,8.4,51.0,3.34,11.8,0.8199999928474426,170.0,0.2,6
9.8,0.035,0.31,0.99572,6.7,42.0,3.08,10.6,0.49000000953674316,143.0,0.18,7
8.8,0.051,0.18,0.9964,6.1,28.5,3.19,9.0,0.5,259.0,0.4,5
11.5,0.028,0.28,0.99238,7.4,14.0,2.94,7.25,0.3700000047683716,78.0,0.25,7
8.8,0.038,0.53,0.9955,6.4,59.0,3.03,6.6,0.41999998688697815,234.0,0.25,5
12.6,0.039,0.24,0.9909,6.8,24.0,3.27,4.6,0.3400000035762787,124.0,0.36,7
11.3,0.042,0.3,0.99189,6.7,105.0,3.04,3.85,0.5899999737739563,179.0,0.24,8
10.0,0.048,0.22,0.99942,7.9,46.0,3.47,13.3,0.5899999737739563,212.0,0.31,5
8.9,0.038,0.42,0.99628,6.7,85.0,3.04,10.4,0.4399999976158142,182.0,0.17,6
13.0,0.014,0.47,0.98984,6.5,44.0,3.13,5.45,0.3199999928474426,137.0,0.44,8
12.8,0.025,0.24,0.9903,7.1,32.0,3.34,1.8,0.5899999737739563,102.0,0.36,6
9.1,0.133,0.58,0.9932,6.6,52.0,3.1,1.1,0.30000001192092896,136.0,0.22,5
8.7,0.05,0.65,0.9976,7.2,76.0,3.16,10.4,0.41999998688697815,192.0,0.46,5
9.5,0.048,0.47,0.9968,6.2,62.0,3.19,11.6,0.5,210.0,0.25,5
9.0,0.058,0.39,0.99755,7.1,26.0,2.9,13.7,0.46000000834465027,172.0,0.23,6
9.6,0.044,0.32,0.9972,6.8,54.0,3.27,13.2,0.5,221.0,0.52,6
12.4,0.033,0.36,0.991,6.8,28.0,3.11,5.0,0.4000000059604645,156.0,0.45,7
10.4,0.043,0.34,0.99305,7.6,24.0,3.12,1.6,0.699999988079071,129.0,0.23,5
11.0,0.051,0.24,0.99306,6.2,34.0,3.36,4.1,0.5199999809265137,149.0,0.32,5
9.3,0.049,0.45,0.9974,6.2,27.0,3.17,12.0,0.5,186.0,0.55,6
10.6,0.044,0.3,0.9949,6.4,43.0,3.6,5.6,0.4099999964237213,160.0,0.21,6
10.6,0.031,0.34,0.9927,6.8,34.0,3.21,4.7,0.3799999952316284,134.0,0.25,6
9.55,0.046,0.4,0.99494,6.6,68.0,3.15,8.1,0.5,170.0,0.34,6
8.9,0.044,0.2,0.99862,5.7,41.0,3.22,16.0,0.46000000834465027,113.0,0.22,6
12.1,0.03,0.36,0.98976,5.4,74.0,3.24,1.5,0.9900000095367432,121.0,0.23,7
12.4,0.02,0.0,0.98918,5.8,33.0,3.29,1.5,0.3799999952316284,96.0,0.58,6
10.2,0.05,0.21,0.9936,7.3,14.0,3.25,3.2,0.4399999976158142,136.0,0.34,5
11.8,0.041,0.3,0.99065,6.2,29.0,3.31,2.5,0.6100000143051147,82.0,0.3,7
9.1,0.051,0.24,0.9925,5.3,25.0,3.32,1.1,0.4699999988079071,105.0,0.165,5
12.3,0.029,0.46,0.991,6.1,21.0,3.29,4.7,0.6200000047683716,94.0,0.34,6
11.0,0.034,0.41,0.9951,9.5,22.0,3.06,2.3,0.5199999809265137,145.0,0.42,6
11.4,0.052,0.49,0.9911,7.8,6.0,3.15,1.35,0.2800000011920929,48.0,0.21,5
13.0,0.021,0.53,0.989315,6.3,41.0,3.19,1.8,0.3100000023841858,101.0,0.25,6
11.2,0.05,0.37,0.99138,7.4,24.0,3.04,2.6,0.5299999713897705,132.0,0.25,6
11.7,0.045,0.32,0.99352,7.0,37.0,3.09,10.05,0.33000001311302185,131.0,0.36,8
10.6,0.027,0.28,0.98985,5.9,5.0,3.13,0.7,0.3199999928474426,28.0,0.17,5
9.6,0.045,0.16,0.9949,6.2,30.0,3.18,7.0,0.4699999988079071,136.0,0.32,6
11.2,0.043,0.32,0.99266,5.6,32.0,3.24,8.3,0.4699999988079071,105.0,0.32,6
10.8,0.034,0.25,0.992,6.1,37.0,3.47,1.7,0.5,136.0,0.32,7
10.1,0.037,0.22,0.9944,6.4,23.0,3.29,5.1,0.3199999928474426,131.0,0.26,5
10.8,0.043,0.33,0.99118,7.0,46.0,3.04,1.0,0.6499999761581421,110.0,0.23,6
11.5,0.027,0.31,0.99165,6.5,15.0,3.26,5.0,0.6000000238418579,72.0,0.46,7
9.1,0.043,0.31,0.99954,6.9,38.0,2.93,19.25,0.5199999809265137,167.0,0.19,7
13.3,0.033,0.42,0.9918,8.1,36.0,2.98,6.6,0.38999998569488525,141.0,0.43,7
11.3,0.045,0.32,0.99135,7.5,29.0,3.08,2.4,0.6000000238418579,100.0,0.22,7
10.0,0.049,0.22,0.99296,5.6,25.0,3.74,1.3,0.4300000071525574,155.0,0.2,5
9.5,0.055,0.46,0.9988,8.7,68.0,3.36,13.8,0.3700000047683716,198.0,0.34,6
13.8,0.022,0.22,0.98889,5.4,29.0,3.33,4.6,0.5400000214576721,107.0,0.27,6
10.7,0.05,0.35,0.99244,7.3,8.0,3.24,1.4,0.41999998688697815,163.0,0.32,5
9.6,0.046,0.42,0.9949,9.2,14.0,3.08,1.3,0.47999998927116394,186.0,0.32,5
8.8,0.052,0.37,0.99602,6.6,13.0,3.24,6.2,0.38999998569488525,164.0,0.31,4
12.9,0.035,0.54,0.98976,5.0,54.0,3.27,5.7,0.3400000035762787,155.0,0.29,8
12.8,0.035,0.23,0.99016,5.9,20.0,3.46,5.0,0.47999998927116394,128.0,0.65,6
10.4,0.038,0.4,0.99568,7.2,45.0,3.2,8.7,0.4699999988079071,154.0,0.32,6
12.8,0.023,0.24,0.99176,7.2,19.0,3.14,7.0,0.49000000953674316,130.0,0.26,7
9.1,0.036,0.38,0.99712,6.5,20.0,3.47,7.4,0.47999998927116394,196.0,0.35,6
9.75,0.069,0.47,0.99391,5.7,35.0,3.11,6.3,0.46000000834465027,182.0,0.24,5
11.7,0.044,0.36,0.99014,6.4,22.0,3.15,1.4,0.5,68.0,0.125,7
9.3,0.035,0.37,0.99845,6.6,62.0,3.02,15.4,0.4000000059604645,153.0,0.22,5
10.0,0.042,0.37,0.9928,8.2,39.0,2.99,1.3,0.36000001430511475,117.0,0.23,5
11.366667,0.038,0.23,0.99157,7.1,23.0,3.05,3.5,0.3700000047683716,112.0,0.23,6
9.7,0.059,0.31,0.9952,7.4,31.0,3.29,6.85,0.3400000035762787,131.0,0.16,5
9.4,0.052,0.14,0.99475,6.2,27.0,3.21,4.8,0.47999998927116394,128.0,0.33,5
9.6,0.057,0.3,0.9978,6.9,50.0,3.39,9.6,0.3799999952316284,185.0,0.16,6
10.3,0.047,0.49,0.9954,6.7,54.0,3.23,8.3,0.4000000059604645,191.0,0.26,6
13.0,0.03,0.25,0.99116,6.9,18.0,3.09,7.5,0.3799999952316284,117.0,0.27,6
9.4,0.043,0.33,0.9968,6.9,28.0,3.2,10.1,0.5199999809265137,152.0,0.41,5
9.4,0.039,0.4,0.99582,6.5,74.0,3.18,10.0,0.5,227.0,0.27,5
11.2,0.045,0.24,0.99196,7.2,18.0,3.25,1.7,0.5299999713897705,161.0,0.24,6
9.2,0.045,0.36,0.9958,6.6,54.0,3.08,8.1,0.41999998688697815,180.0,0.25,5
10.8,0.042,0.43,0.99293,6.9,34.0,3.05,6.4,0.5099999904632568,115.0,0.22,6
10.4,0.018,0.28,0.9926,8.8,18.0,2.97,1.1,0.3499999940395355,72.0,0.2,5
10.4,0.049,0.19,0.9924,6.2,47.0,3.14,3.4,0.4300000071525574,172.0,0.26,6
8.4,0.056,0.12,0.99536,6.4,6.0,3.06,5.9,0.46000000834465027,91.0,0.37,4
13.1,0.024,0.1,0.98816,4.4,31.0,3.48,2.8,0.3400000035762787,111.0,0.46,6
11.7,0.062,0.31,0.9917,7.2,31.0,3.35,1.6,0.4399999976158142,173.0,0.19,6
10.8,0.029,0.31,0.99326,6.9,41.0,3.08,6.3,0.49000000953674316,131.0,0.22,6
9.4,0.171,0.39,0.99562,6.7,64.0,3.19,6.4,0.3799999952316284,200.0,0.26,6
10.9,0.046,0.36,0.99199,5.7,9.0,3.7,1.2,0.6800000071525574,71.0,0.18,7
9.7,0.054,0.23,0.99836,7.6,20.0,3.16,12.7,0.5,139.0,0.31,4
9.9,0.049,0.26,0.9961,6.3,63.0,3.14,12.0,0.550000011920929,170.0,0.32,6
9.8,0.053,0.28,0.9981,8.0,83.0,3.14,14.0,0.44999998807907104,197.0,0.22,6
9.9,0.045,0.3,0.9953,6.8,28.0,3.12,8.8,0.5899999737739563,131.0,0.41,5
12.8,0.047,0.4,0.99,6.8,34.0,3.13,1.8,0.49000000953674316,105.0,0.24,8
8.9,0.044,0.29,0.9991,6.6,54.0,3.17,14.4,0.5799999833106995,177.0,0.35,6
9.6,0.055,0.51,0.99502,6.4,53.0,3.12,7.8,0.44999998807907104,177.0,0.35,5
11.2,0.043,0.3,0.99047,7.0,34.0,2.88,2.6,0.4699999988079071,90.0,0.16,6
11.5,0.034,0.41,0.99245,6.8,39.0,3.18,6.7,0.46000000834465027,116.0,0.22,6
13.0,0.032,0.27,0.99088,7.2,40.0,3.17,5.8,0.5299999713897705,118.0,0.58,7
11.0,0.033,0.33,0.9906,5.3,25.0,3.59,1.3,0.3799999952316284,97.0,0.24,8
9.8,0.066,0.25,0.9939,6.2,62.0,3.25,4.4,0.5199999809265137,207.0,0.46,5
10.2,0.04,0.38,0.9932,8.6,41.0,2.95,3.4,0.38999998569488525,143.0,0.16,6
8.9,0.126,0.54,0.9932,6.2,37.0,3.23,1.4,0.3700000047683716,110.0,0.16,6
12.7,0.031,0.49,0.9926,8.0,46.0,3.16,9.1,0.27000001072883606,151.0,0.44,8
9.2,0.048,0.26,0.99587,7.3,52.0,3.12,7.2,0.3700000047683716,207.0,0.25,5
12.0,0.03,0.24,0.9953,7.4,34.0,3.13,15.1,0.5099999904632568,153.0,0.49,7
10.6,0.034,0.33,0.9934,7.0,17.0,3.19,4.0,0.38999998569488525,127.0,0.17,7
10.1,0.046,0.28,0.9927,6.7,35.0,3.33,1.2,0.33000001311302185,140.0,0.13,7
9.0,0.052,0.57,1.0007,8.7,34.0,2.98,17.8,0.8199999928474426,243.0,0.49,5
10.8,0.054,0.28,0.9924,6.9,33.0,3.16,3.0,0.4000000059604645,99.0,0.19,6
9.1,0.057,0.53,0.99642,6.4,36.0,3.17,8.8,0.4399999976158142,221.0,0.31,5
8.9,0.044,0.2,0.99862,5.7,41.0,3.22,16.0,0.46000000834465027,113.0,0.22,6
12.0,0.041,0.32,0.9914,6.4,18.0,3.43,3.1,0.41999998688697815,126.0,0.2,6
11.433333,0.064,0.3,0.99136,7.4,34.0,3.11,1.4,0.41999998688697815,166.0,0.16,6
13.4,0.034,0.33,0.99,6.6,15.0,3.28,2.8,0.5099999904632568,85.0,0.42,6
13.5,0.033,0.4,0.98934,7.1,26.0,3.2,1.95,0.44999998807907104,118.0,0.36,7
9.0,0.058,0.14,0.9951,6.4,15.0,3.38,5.2,0.36000001430511475,97.0,0.595,4
10.4,0.038,0.29,0.99479,6.7,40.0,3.23,7.7,0.5600000023841858,179.0,0.26,6
10.1,0.059,0.24,0.99773,5.7,23.0,3.3,17.8,0.5,124.0,0.26,5
11.2,0.041,0.29,0.99036,6.1,32.0,3.26,1.1,0.5699999928474426,92.0,0.17,6
9.0,0.05,0.28,0.99971,7.2,33.0,2.94,17.55,0.4300000071525574,154.0,0.17,7
9.5,0.048,0.29,0.99784,6.9,52.0,3.0,13.65,0.6000000238418579,189.0,0.38,6
9.6,0.046,0.26,0.99745,6.2,55.0,3.16,13.1,0.4099999964237213,204.0,0.29,6
9.6,0.052,0.38,0.9958,7.1,49.0,3.35,7.4,0.5199999809265137,182.0,0.17,6
10.8,0.039,0.37,0.99198,7.3,26.0,3.01,1.2,0.6200000047683716,99.0,0.28,5
12.4,0.038,0.0,0.99315,5.6,13.0,3.44,10.2,0.46000000834465027,111.0,0.26,6
10.4,0.032,0.46,0.9909,5.6,33.0,3.36,1.1,0.5,115.0,0.19,6
10.0,0.048,0.49,0.9968,8.1,46.0,3.09,11.8,0.46000000834465027,212.0,0.2,7
8.7,0.047,0.3,0.9981,6.2,28.0,3.18,11.1,0.49000000953674316,237.0,0.34,5
10.5,0.194,0.79,0.99212,7.1,23.0,3.17,1.4,0.46000000834465027,90.0,0.39,6
13.0,0.038,0.26,0.99,6.8,27.0,3.11,5.7,0.27000001072883606,130.0,0.52,7
11.3,0.046,0.29,0.99033,6.0,29.0,3.22,1.2,0.5299999713897705,92.0,0.19,6
9.0,0.045,0.34,0.9939,6.2,43.0,3.42,1.5,0.5099999904632568,117.0,0.12,6
11.0,0.039,0.3,0.99252,6.0,39.0,2.91,7.3,0.5699999928474426,104.0,0.17,6
10.6,0.044,0.3,0.9946,6.8,42.0,3.25,6.95,0.5600000023841858,179.0,0.23,6
10.9,0.046,0.31,0.9913,6.8,40.0,3.07,2.9,0.6499999761581421,121.0,0.21,7
10.0,0.038,0.16,0.9922,6.8,122.5,3.15,1.4,0.4699999988079071,234.5,0.29,4
9.9,0.046,0.3,0.99276,5.7,38.0,3.34,2.5,0.5,125.0,0.2,6
8.5,0.066,0.38,0.9968,9.1,34.0,3.23,1.6,0.3799999952316284,182.0,0.59,3
11.0,0.036,0.27,0.99399,7.6,23.0,3.34,5.8,0.5400000214576721,109.0,0.31,6
10.4,0.051,0.32,0.99354,7.1,29.0,3.3,2.0,0.5,130.0,0.34,6
12.3,0.037,0.36,0.992,8.0,34.0,3.13,5.0,0.5699999928474426,101.0,0.42,7
9.7,0.042,0.22,0.9954,7.4,26.0,2.86,10.7,0.36000001430511475,81.0,0.24,6
9.7,0.055,0.49,0.9974,7.4,49.0,3.52,8.2,0.5799999833106995,188.0,0.3,6
9.1,0.057,0.44,0.99956,6.7,65.0,3.11,18.5,0.5299999713897705,224.0,0.3,5
9.0,0.057,0.25,0.9981,5.9,48.0,3.23,12.0,0.4099999964237213,224.0,0.29,6
11.9,0.037,0.36,0.9919,6.9,18.0,3.41,2.2,0.8199999928474426,111.0,0.12,8
12.1,0.033,0.32,0.99192,6.6,59.0,3.19,6.0,0.7099999785423279,128.0,0.15,8
12.2,0.031,0.22,0.99076,7.2,10.0,2.97,4.5,0.5199999809265137,73.0,0.33,7
11.9,0.029,0.51,0.9903,6.0,10.0,3.46,1.2,0.41999998688697815,102.0,0.35,6
8.7,0.05,0.23,0.9985,7.3,49.0,3.2,13.7,0.46000000834465027,197.0,0.32,5
12.6,0.032,0.32,0.98956,5.0,58.0,3.45,4.5,0.3100000023841858,178.0,0.27,7
10.1,0.045,0.19,0.99364,6.5,98.0,3.16,6.6,0.3400000035762787,175.0,0.27,6
10.3,0.054,0.27,0.99378,6.3,40.0,3.2,6.6,0.47999998927116394,158.0,0.25,5
8.9,0.053,0.31,0.998,7.8,46.0,3.06,12.2,0.5299999713897705,140.0,0.18,6
9.5,0.051,0.16,0.994,6.9,15.0,3.22,1.4,0.3799999952316284,96.0,0.32,4
9.4,0.086,0.2,0.99681,7.2,17.0,3.13,10.4,0.4000000059604645,94.0,0.585,5
11.2,0.047,0.18,0.99164,6.8,30.0,3.27,1.4,0.5400000214576721,90.0,0.14,6
8.9,0.037,0.67,0.9966,7.5,53.0,2.9,8.1,0.4099999964237213,166.0,0.29,6
8.8,0.05,0.24,0.998,7.1,52.0,3.1,13.1,0.49000000953674316,204.0,0.32,5
11.1,0.026,0.21,0.99244,7.5,33.0,2.92,6.55,0.3499999940395355,143.0,0.3,5
9.0,0.048,0.18,0.9962,6.3,45.0,3.23,7.7,0.4699999988079071,186.0,0.27,5
9.0,0.054,0.29,0.9998,7.8,23.0,3.16,16.85,0.3799999952316284,135.0,0.3,6
10.5,0.05,0.4,0.9932,7.3,24.0,3.14,2.0,0.44999998807907104,92.0,0.15,5
9.0,0.041,0.25,0.9929,6.1,9.0,3.08,1.8,0.5400000214576721,109.0,0.27,5
10.4,0.042,0.39,0.9924,9.2,15.0,2.96,0.9,0.2800000011920929,61.0,0.35,4
12.0,0.028,0.33,0.991,6.5,23.0,3.34,1.9,0.699999988079071,93.0,0.08,7
10.2,0.047,0.26,0.997,7.8,38.0,3.25,9.0,0.5299999713897705,132.0,0.22,6
10.1,0.059,0.49,0.9958,9.1,10.0,3.15,2.0,0.46000000834465027,112.0,0.28,5
12.5,0.044,0.33,0.99035,8.0,28.0,3.03,1.2,0.4300000071525574,101.0,0.24,6
8.8,0.047,0.23,0.99906,6.6,37.0,3.08,17.3,0.46000000834465027,118.0,0.22,6
12.2,0.035,0.28,0.9918,7.7,36.0,3.19,4.9,0.5799999833106995,109.0,0.39,7
9.3,0.045,0.3,0.99534,9.4,36.0,3.11,1.6,0.49000000953674316,139.0,0.28,5
10.4,0.033,0.49,0.9923,8.2,28.0,3.0,1.1,0.6800000071525574,81.0,0.18,7
10.1,0.038,0.3,0.99555,7.7,67.0,3.1,7.8,0.5,196.0,0.25,5
10.4,0.031,0.3,0.9929,9.2,40.0,2.94,1.1,0.30000001192092896,99.0,0.23,6
11.2,0.037,0.49,0.9943,8.1,26.0,3.1,8.1,0.30000001192092896,174.0,0.3,7
11.8,0.019,0.26,0.99041,6.8,23.5,3.16,2.0,0.4699999988079071,72.0,0.26,6
11.0,0.044,0.38,0.99326,6.4,35.0,2.97,9.1,0.30000001192092896,127.0,0.22,7
11.2,0.028,0.29,0.99356,6.4,17.0,3.18,10.8,0.3700000047683716,118.0,0.27,6
10.3,0.039,0.34,0.9959,7.8,55.0,3.02,11.9,0.3100000023841858,140.0,0.21,6
9.5,0.05,0.26,0.9946,8.0,11.5,3.24,1.2,0.3700000047683716,88.0,0.32,4
9.5,0.05,0.21,0.99542,6.4,51.0,3.23,8.2,0.47999998927116394,182.0,0.26,5
9.0,0.044,0.37,0.9966,7.3,45.0,3.12,8.3,0.4699999988079071,227.0,0.29,5
9.6,0.046,0.04,0.9928,6.3,30.0,3.24,1.1,0.36000001430511475,99.0,0.48,6
11.4,0.023,0.38,0.99047,6.9,30.0,3.11,1.15,0.3799999952316284,105.0,0.19,5
11.0,0.029,0.18,0.9906,5.7,26.0,3.44,1.4,0.3700000047683716,104.0,0.32,6
11.0,0.026,0.28,0.99308,5.1,27.0,3.36,8.3,0.3700000047683716,107.0,0.29,6
11.0,0.04,0.34,0.9976,7.0,12.0,3.07,19.8,0.3799999952316284,67.0,0.45,6
12.6,0.024,0.27,0.9893,6.1,13.0,3.21,1.7,0.5099999904632568,76.0,0.29,7
10.0,0.052,0.26,0.99388,6.6,45.0,3.16,7.4,0.3700000047683716,128.0,0.17,6
9.2,0.04,0.55,0.99596,6.3,67.0,3.24,8.1,0.5,216.0,0.24,5
12.5,0.035,0.27,0.99058,6.9,17.0,3.12,4.7,0.36000001430511475,80.0,0.45,7
9.2,0.045,0.31,0.9986,7.4,39.0,3.1,14.5,0.5,193.0,0.19,6
9.2,0.058,0.32,0.9966,7.0,22.0,3.29,7.2,0.3799999952316284,89.0,0.12,6
13.0,0.035,0.26,0.99031,6.1,14.0,3.06,8.15,0.27000001072883606,88.0,0.36,7
12.4,0.026,0.35,0.99052,5.7,17.0,3.18,5.1,0.6700000166893005,113.0,0.4,6
9.5,0.048,0.19,0.99438,5.6,36.0,3.26,7.1,0.4099999964237213,110.0,0.185,6
12.5,0.032,0.14,0.9918,5.0,35.0,3.53,8.3,0.5099999904632568,164.0,0.55,8
8.9,0.05,0.41,1.0,7.3,55.0,3.32,15.4,0.5899999737739563,191.0,0.22,6
9.7,0.043,0.35,0.99632,6.4,40.0,3.16,10.2,0.5,106.0,0.19,6
11.2,0.036,0.32,0.99196,7.4,27.0,3.15,1.9,0.49000000953674316,119.0,0.36,6
9.9,0.04,0.44,0.9953,8.8,9.0,3.19,1.9,0.47999998927116394,121.0,0.36,6
9.4,0.044,0.21,0.9932,6.8,15.0,3.17,2.2,0.38999998569488525,68.0,0.32,6
11.85,0.048,0.6,0.99331,7.9,13.0,3.24,1.85,0.49000000953674316,106.0,0.3,5
9.0,0.052,0.19,0.99865,7.2,47.0,3.12,13.7,0.5299999713897705,197.0,0.23,5
12.4,0.04,0.34,0.99084,7.6,18.0,3.06,5.0,0.47999998927116394,56.0,0.27,6
12.6,0.039,0.21,0.99188,9.6,21.0,3.0,2.0,1.0,120.0,0.655,6
9.4,0.172,0.39,0.9937,6.7,63.0,3.11,2.5,0.36000001430511475,158.0,0.23,6
11.5,0.034,0.26,0.99188,5.1,36.0,3.38,6.8,0.4000000059604645,120.0,0.35,6
11.0,0.018,0.3,0.9938,7.6,23.0,3.08,9.2,0.28999999165534973,96.0,0.27,6
10.4,0.038,0.4,0.99568,7.2,45.0,3.2,8.7,0.4699999988079071,154.0,0.32,6
9.3,0.05,0.64,1.0004,7.9,69.0,3.15,17.0,0.5099999904632568,210.0,0.16,7
13.2,0.028,0.37,0.991,7.3,17.0,3.23,4.6,0.4300000071525574,114.0,0.43,6
9.4,0.17,0.3,0.9946,6.6,60.0,3.18,4.8,0.4699999988079071,166.0,0.3,5
13.4,0.04,0.24,0.98862,7.1,24.0,2.94,2.7,0.3799999952316284,87.0,0.45,8
8.7,0.043,0.3,0.9986,7.3,46.0,3.06,13.0,0.4099999964237213,238.0,0.29,6
9.5,0.044,0.14,0.9955,6.5,34.0,3.22,7.5,0.5,133.0,0.31,5
9.6,0.053,0.3,0.994,8.0,48.0,3.18,2.0,0.49000000953674316,140.0,0.19,6
9.4,0.049,0.26,0.9934,7.1,12.0,3.15,1.9,0.3799999952316284,86.0,0.28,5
12.7,0.042,0.27,0.98952,6.0,19.0,3.32,2.3,0.4099999964237213,120.0,0.31,7
11.6,0.038,0.15,0.99125,5.2,10.0,3.52,1.45,0.4000000059604645,44.0,0.405,4
8.9,0.065,0.64,0.9978,6.5,65.0,3.12,11.8,0.5099999904632568,225.0,0.41,5
9.1,0.05,0.31,0.99884,7.5,26.0,3.05,13.1,0.5299999713897705,180.0,0.24,6
10.5,0.044,0.26,0.9951,6.2,56.0,3.52,5.7,0.3700000047683716,158.0,0.12,6
10.7,0.036,0.39,0.9938,7.9,6.0,3.12,6.7,0.41999998688697815,117.0,0.29,5
9.8,0.041,0.22,0.9957,6.2,26.0,3.44,7.3,0.6399999856948853,157.0,0.28,7
11.5,0.034,0.49,0.9937,9.0,26.0,2.99,6.9,0.3400000035762787,91.0,0.31,5
8.6,0.076,0.28,0.9979,6.8,50.0,3.03,13.3,0.3799999952316284,163.0,0.27,6
13.4,0.016,0.41,0.98876,6.9,6.0,3.16,1.4,0.4000000059604645,55.0,0.28,5
10.1,0.045,0.32,0.99543,8.0,61.0,3.1,7.6,0.550000011920929,204.0,0.28,6
9.5,0.056,0.18,0.9935,6.8,13.0,3.11,1.4,0.41999998688697815,137.0,0.25,5
10.4,0.038,0.25,0.99312,7.5,29.0,3.45,1.7,0.5600000023841858,129.0,0.26,6
10.8,0.063,0.0,0.9914,6.1,36.0,3.27,1.6,0.6700000166893005,87.0,0.41,6
9.0,0.058,0.39,0.99755,7.1,26.0,2.9,13.7,0.46000000834465027,172.0,0.23,6
12.6,0.042,0.24,0.9908,5.6,24.0,3.29,4.8,0.3700000047683716,72.0,0.46,6
11.2,0.042,0.74,0.9934,8.8,15.0,3.02,3.2,0.5099999904632568,126.0,0.23,6
10.1,0.048,0.33,0.9974,7.5,42.0,3.37,7.7,0.5899999737739563,180.0,0.28,6
9.0,0.053,0.23,0.99458,5.8,29.0,3.13,5.0,0.5199999809265137,106.0,0.33,5
8.8,0.05,0.25,1.0001,6.5,44.0,3.3,17.1,0.3700000047683716,138.0,0.22,5
8.7,0.05,0.27,0.9984,7.4,25.0,2.9,15.5,0.4300000071525574,135.0,0.16,7
10.5,0.036,0.31,0.993,7.8,46.0,3.03,1.7,0.47999998927116394,195.0,0.32,5
12.7,0.038,0.32,0.9911,5.9,9.0,3.22,8.1,0.36000001430511475,34.0,0.33,7
10.8,0.037,0.29,0.99214,5.9,69.0,3.13,4.2,0.7400000095367432,144.0,0.22,7
8.7,0.039,0.74,0.9977,7.4,51.0,3.02,10.7,0.4300000071525574,147.0,0.31,5
10.3,0.036,0.25,0.99256,6.7,28.0,3.3,1.6,0.5400000214576721,143.0,0.23,6
11.9,0.025,0.37,0.99306,8.3,38.0,2.93,7.9,0.3700000047683716,107.0,0.16,6
10.2,0.053,0.35,0.9924,5.8,36.0,3.28,2.3,0.5,114.0,0.28,4
11.2,0.031,0.33,0.99094,7.6,33.0,3.06,1.0,0.6800000071525574,93.0,0.1,6
12.7,0.033,0.19,0.9904,6.4,28.0,3.22,3.2,0.5400000214576721,124.0,0.4,7
11.5,0.038,0.29,0.9906,6.4,18.0,3.3,1.0,0.41999998688697815,122.0,0.24,5
9.5,0.044,0.24,0.9972,5.8,41.0,3.34,13.3,0.41999998688697815,137.0,0.25,5
12.0,0.088,0.74,0.9928,6.8,23.0,3.51,2.8,0.699999988079071,185.0,0.34,6
10.2,0.036,0.33,0.99521,6.1,27.0,3.34,10.7,0.5199999809265137,98.0,0.32,6
10.3,0.05,0.55,0.9962,9.4,17.0,3.12,2.2,0.6899999976158142,119.0,0.29,4
11.0,0.042,0.78,0.99435,7.0,21.0,3.01,9.9,0.550000011920929,251.0,0.33,6
9.9,0.037,0.3,0.9932,7.1,45.0,3.13,1.4,0.33000001311302185,143.0,0.21,6
12.0,0.043,0.44,0.99452,8.2,52.0,3.04,12.4,0.33000001311302185,154.0,0.3,6
12.6,0.038,0.25,0.99198,6.6,16.0,3.36,4.8,0.7099999785423279,121.0,0.34,6
9.4,0.052,0.22,0.99576,6.7,24.0,3.22,8.8,0.44999998807907104,113.0,0.4,5
11.5,0.04,0.34,0.9912,6.5,43.0,3.32,1.6,0.5899999737739563,148.0,0.18,8
12.0,0.029,0.32,0.99011,6.0,48.0,3.15,3.8,0.3400000035762787,180.0,0.26,6
8.7,0.048,0.4,1.001,6.8,48.0,2.93,22.0,0.5,167.0,0.28,5
10.98,0.043,0.19,0.99433,6.4,28.0,3.23,9.3,0.5299999713897705,145.0,0.42,5
10.7,0.05,0.43,0.99346,6.8,4.0,3.27,1.6,0.4699999988079071,65.0,0.32,5
13.5,0.013,0.12,0.99246,4.8,4.0,3.32,1.1,0.36000001430511475,10.0,0.65,4
9.4,0.037,0.42,0.99884,6.3,57.0,3.26,17.2,0.5699999928474426,170.0,0.33,6
10.1,0.044,0.09,0.9948,6.4,34.0,3.26,7.6,0.3799999952316284,144.0,0.69,6
9.4,0.053,0.5,0.9974,6.8,48.0,3.09,13.3,0.44999998807907104,194.0,0.29,5
8.8,0.048,0.5,0.99904,6.5,36.0,3.02,16.4,0.49000000953674316,182.0,0.22,6
9.5,0.051,0.09,0.99566,6.6,37.0,2.93,10.9,0.6200000047683716,131.0,0.28,6
9.2,0.054,0.49,1.0012,8.3,50.0,2.99,19.8,0.5400000214576721,231.0,0.21,5
9.0,0.29,0.3,0.9984,6.8,22.0,3.08,13.0,0.6700000166893005,193.0,0.67,4
11.0,0.04,0.34,0.9976,7.0,12.0,3.07,19.8,0.3799999952316284,67.0,0.45,6
9.2,0.044,0.25,0.998,7.0,27.0,2.91,14.3,0.46000000834465027,149.0,0.16,6
9.4,0.184,0.14,0.99396,6.6,35.0,2.93,4.4,0.44999998807907104,168.0,0.2,6
8.9,0.049,0.3,0.9963,7.4,38.0,3.13,7.9,0.47999998927116394,157.0,0.26,6
12.0,0.019,0.3,0.98931,7.1,4.0,3.2,0.9,0.36000001430511475,28.0,0.2,6
8.9,0.037,0.67,0.9966,7.5,53.0,2.9,8.1,0.4099999964237213,166.0,0.29,6
12.0,0.048,0.32,0.9903,7.6,23.0,2.96,1.3,0.46000000834465027,76.0,0.26,6
